,True Pos,False Pos,False Neg,True Neg,Errors,Eficiency
2595,164,31.0,15,1182.0,1,96.69540229885058
2596,173,42.0,7,1171.0,0,96.4824120603015
2597,189,30.0,13,1159.0,2,96.90869877785767
2598,174,33.0,11,1174.0,1,96.83908045977012
2599,171,39.0,7,1175.0,1,96.69540229885058
2600,187,36.0,12,1156.0,2,96.54924514737598
2601,195,43.0,7,1148.0,0,96.41062455132807
2602,174,33.0,11,1175.0,0,96.8413496051687
2603,175,32.0,12,1173.0,1,96.83908045977012
2604,156,43.0,11,1183.0,0,96.12347451543431
2605,192,37.0,8,1155.0,1,96.76724137931035
2606,191,36.0,14,1152.0,0,96.41062455132807
2607,174,36.0,14,1167.0,2,96.40546369518333
2608,166,36.0,4,1187.0,0,97.12849964106246
2609,180,35.0,13,1164.0,1,96.55172413793103
2610,195,24.0,12,1162.0,0,97.4156496769562
2611,186,25.0,10,1171.0,1,97.48563218390804
2612,168,27.0,7,1190.0,1,97.5574712643678
2613,197,36.0,13,1147.0,0,96.4824120603015
2614,189,39.0,10,1155.0,0,96.4824120603015
2615,172,37.0,11,1173.0,0,96.55419956927494
2616,171,40.0,14,1168.0,0,96.12347451543431
2617,186,33.0,7,1166.0,1,97.12643678160919
2618,175,30.0,4,1184.0,0,97.5592246949031
2619,180,39.0,7,1166.0,1,96.69540229885058
2620,193,46.0,6,1148.0,0,96.26704953338118
2621,189,33.0,11,1159.0,1,96.83908045977012
2622,184,41.0,9,1158.0,1,96.4080459770115
2623,180,30.0,9,1174.0,0,97.20028715003589
2624,168,28.0,6,1191.0,0,97.5592246949031
2625,172,37.0,9,1175.0,0,96.69777458722182
2626,191,39.0,13,1150.0,0,96.26704953338118
2627,179,36.0,8,1170.0,0,96.8413496051687
2628,162,23.0,11,1196.0,1,97.5574712643678
2629,175,45.0,10,1162.0,1,96.04885057471265
2630,169,29.0,12,1182.0,1,97.05459770114942
2631,178,43.0,9,1163.0,0,96.26704953338118
2632,166,26.0,12,1189.0,0,97.27207465900933
2633,190,32.0,15,1156.0,0,96.62598707824839
2634,182,42.0,11,1158.0,0,96.19526202440775
2635,169,37.0,11,1174.0,2,96.54924514737598
2636,181,26.0,9,1176.0,1,97.48563218390804
2637,168,35.0,10,1180.0,0,96.76956209619526
2638,169,33.0,12,1178.0,1,96.76724137931035
2639,186,36.0,7,1164.0,0,96.91313711414213
2640,183,43.0,14,1151.0,2,95.90222861250899
2641,156,34.0,12,1191.0,0,96.69777458722182
2642,191,33.0,10,1159.0,0,96.91313711414213
2643,162,45.0,8,1178.0,0,96.19526202440775
2644,179,24.0,7,1183.0,0,97.77458722182341
2645,181,32.0,11,1169.0,0,96.91313711414213
2646,172,32.0,10,1179.0,0,96.98492462311557
2647,177,44.0,13,1158.0,1,95.90517241379311
2648,179,38.0,9,1167.0,0,96.62598707824839
2649,156,30.0,6,1201.0,0,97.4156496769562
2650,193,32.0,9,1159.0,0,97.05671213208902
2651,178,42.0,7,1166.0,0,96.4824120603015
2652,181,37.0,7,1168.0,0,96.8413496051687
2653,191,40.0,3,1159.0,0,96.91313711414213
2654,185,21.0,15,1171.0,1,97.41379310344827
2655,186,42.0,12,1151.0,2,96.11790079079799
2656,183,38.0,11,1161.0,0,96.4824120603015
2657,187,35.0,11,1160.0,0,96.69777458722182
2658,179,33.0,8,1172.0,1,97.05459770114942
2659,143,43.0,5,1202.0,0,96.55419956927494
2660,179,35.0,7,1171.0,1,96.98275862068965
2661,172,30.0,14,1176.0,1,96.83908045977012
2662,162,24.0,7,1198.0,2,97.77138749101366
2663,182,35.0,7,1169.0,0,96.98492462311557
2664,178,29.0,9,1176.0,1,97.27011494252874
2665,185,27.0,14,1167.0,0,97.05671213208902
2666,183,28.0,13,1169.0,0,97.05671213208902
2667,169,33.0,10,1181.0,0,96.91313711414213
2668,163,35.0,12,1182.0,1,96.62356321839081
2669,186,38.0,11,1157.0,1,96.47988505747126
2670,163,29.0,13,1187.0,1,96.98275862068965
2671,203,28.0,11,1150.0,1,97.19827586206897
2672,187,33.0,10,1162.0,1,96.91091954022988
2673,171,31.0,8,1183.0,0,97.20028715003589
2674,173,29.0,6,1185.0,0,97.48743718592965
2675,175,28.0,14,1175.0,1,96.98275862068965
2676,184,35.0,7,1167.0,0,96.98492462311557
2677,161,31.0,16,1185.0,0,96.62598707824839
2678,172,25.0,11,1185.0,0,97.4156496769562
2679,181,34.0,13,1165.0,0,96.62598707824839
2680,199,31.0,9,1153.0,1,97.12643678160919
2681,184,33.0,12,1163.0,1,96.76724137931035
2682,166,39.0,11,1177.0,0,96.41062455132807
2683,187,31.0,16,1158.0,1,96.62356321839081
2684,177,35.0,14,1167.0,0,96.4824120603015
2685,172,34.0,8,1179.0,0,96.98492462311557
2686,179,30.0,14,1168.0,2,96.83680805176132
2687,180,47.0,11,1155.0,0,95.83632447954056
2688,186,30.0,11,1166.0,0,97.05671213208902
2689,180,37.0,10,1165.0,1,96.62356321839081
2690,175,29.0,11,1178.0,0,97.12849964106246
2691,183,38.0,7,1165.0,0,96.76956209619526
2692,170,38.0,9,1176.0,0,96.62598707824839
2693,180,37.0,7,1169.0,0,96.8413496051687
2694,171,39.0,10,1172.0,1,96.47988505747126
2695,169,32.0,5,1186.0,1,97.3419540229885
2696,171,30.0,17,1175.0,0,96.62598707824839
2697,181,29.0,14,1168.0,1,96.91091954022988
2698,173,26.0,9,1184.0,1,97.48563218390804
2699,185,36.0,11,1160.0,1,96.62356321839081
2700,178,30.0,6,1179.0,0,97.4156496769562
2701,164,40.0,14,1175.0,0,96.12347451543431
2702,185,36.0,8,1163.0,1,96.83908045977012
2703,183,46.0,8,1156.0,0,96.12347451543431
2704,181,37.0,13,1160.0,2,96.40546369518333
2705,188,37.0,9,1157.0,2,96.69302659956865
2706,171,41.0,11,1170.0,0,96.26704953338118
2707,175,37.0,9,1171.0,1,96.69540229885058
2708,182,40.0,10,1161.0,0,96.41062455132807
2709,168,28.0,16,1181.0,0,96.8413496051687
2710,188,23.0,5,1176.0,1,97.98850574712644
2711,189,39.0,8,1157.0,0,96.62598707824839
2712,170,35.0,15,1173.0,0,96.41062455132807
2713,194,24.0,8,1167.0,0,97.70279971284997
2714,188,30.0,7,1168.0,0,97.34386216798278
2715,204,28.0,10,1150.0,1,97.27011494252874
2716,174,36.0,7,1174.0,2,96.90869877785767
2717,174,24.0,14,1180.0,1,97.27011494252874
2718,181,26.0,14,1171.0,1,97.12643678160919
2719,180,41.0,7,1164.0,1,96.55172413793103
2720,172,39.0,15,1166.0,1,96.12068965517241
2721,192,31.0,11,1159.0,0,96.98492462311557
2722,183,30.0,7,1173.0,0,97.34386216798278
2723,176,33.0,10,1174.0,0,96.91313711414213
2724,183,30.0,9,1171.0,0,97.20028715003589
2725,153,35.0,14,1190.0,1,96.47988505747126
2726,177,37.0,8,1169.0,2,96.764917325665
2727,165,36.0,10,1182.0,0,96.69777458722182
2728,187,29.0,12,1164.0,1,97.05459770114942
2729,178,39.0,12,1164.0,0,96.33883704235463
2730,173,32.0,13,1175.0,0,96.76956209619526
2731,182,32.0,7,1172.0,0,97.20028715003589
2732,175,31.0,10,1177.0,0,97.05671213208902
2733,176,38.0,10,1168.0,1,96.55172413793103
2734,161,33.0,7,1191.0,1,97.12643678160919
2735,188,35.0,12,1157.0,1,96.62356321839081
2736,166,32.0,8,1185.0,2,97.12437095614665
2737,171,35.0,9,1178.0,0,96.8413496051687
2738,177,27.0,15,1173.0,1,96.98275862068965
2739,181,34.0,6,1172.0,0,97.12849964106246
2740,192,36.0,11,1154.0,0,96.62598707824839
2741,172,36.0,10,1175.0,0,96.69777458722182
2742,173,26.0,9,1185.0,0,97.48743718592965
2743,173,38.0,11,1170.0,1,96.47988505747126
2744,161,23.0,6,1202.0,1,97.91666666666666
2745,171,36.0,4,1182.0,0,97.12849964106246
2746,184,39.0,12,1156.0,2,96.33357296908699
2747,169,32.0,8,1184.0,0,97.12849964106246
2748,172,27.0,13,1181.0,0,97.12849964106246
2749,177,29.0,16,1171.0,0,96.76956209619526
2750,178,37.0,14,1164.0,0,96.33883704235463
2751,169,31.0,7,1185.0,1,97.27011494252874
2752,191,41.0,7,1154.0,0,96.55419956927494
2753,179,22.0,12,1180.0,0,97.5592246949031
2754,174,32.0,7,1180.0,0,97.20028715003589
2755,178,30.0,13,1172.0,0,96.91313711414213
2756,180,30.0,7,1175.0,1,97.3419540229885
2757,177,35.0,10,1170.0,1,96.76724137931035
2758,172,40.0,8,1173.0,0,96.55419956927494
2759,190,38.0,12,1153.0,0,96.41062455132807
2760,184,36.0,15,1158.0,0,96.33883704235463
2761,166,37.0,11,1178.0,1,96.55172413793103
2762,171,35.0,9,1178.0,0,96.8413496051687
2763,158,32.0,9,1194.0,0,97.05671213208902
2764,201,37.0,10,1144.0,1,96.62356321839081
2765,160,31.0,8,1194.0,0,97.20028715003589
2766,170,32.0,5,1185.0,1,97.3419540229885
2767,180,30.0,9,1174.0,0,97.20028715003589
2768,172,28.0,9,1183.0,1,97.3419540229885
2769,180,35.0,11,1166.0,1,96.69540229885058
2770,188,33.0,14,1157.0,1,96.62356321839081
2771,180,26.0,13,1174.0,0,97.20028715003589
2772,178,28.0,10,1176.0,1,97.27011494252874
2773,181,47.0,11,1154.0,0,95.83632447954056
2774,176,36.0,9,1172.0,0,96.76956209619526
2775,194,26.0,8,1164.0,1,97.5574712643678
2776,204,31.0,9,1149.0,0,97.12849964106246
2777,170,43.0,10,1169.0,1,96.1925287356322
2778,160,31.0,8,1193.0,1,97.19827586206897
2779,173,42.0,11,1166.0,1,96.1925287356322
2780,177,32.0,9,1175.0,0,97.05671213208902
2781,166,32.0,11,1183.0,1,96.91091954022988
2782,196,34.0,6,1157.0,0,97.12849964106246
2783,174,35.0,10,1174.0,0,96.76956209619526
2784,181,26.0,8,1178.0,0,97.5592246949031
2785,187,26.0,8,1172.0,0,97.5592246949031
2786,191,28.0,9,1164.0,1,97.3419540229885
2787,201,32.0,13,1145.0,2,96.764917325665
2788,176,31.0,11,1174.0,1,96.98275862068965
2789,174,30.0,10,1179.0,0,97.12849964106246
2790,184,30.0,8,1171.0,0,97.27207465900933
2791,173,29.0,16,1174.0,1,96.76724137931035
2792,171,33.0,7,1181.0,1,97.12643678160919
2793,172,40.0,9,1171.0,1,96.47988505747126
2794,170,31.0,10,1180.0,2,97.05248023005032
2795,187,32.0,11,1162.0,1,96.91091954022988
2796,162,37.0,8,1186.0,0,96.76956209619526
2797,175,45.0,10,1161.0,2,96.04601006470166
2798,173,21.0,13,1186.0,0,97.5592246949031
2799,160,38.0,12,1183.0,0,96.41062455132807
2800,193,34.0,14,1150.0,2,96.54924514737598
2801,197,32.0,10,1154.0,0,96.98492462311557
2802,177,22.0,10,1184.0,0,97.70279971284997
2803,169,34.0,12,1177.0,1,96.69540229885058
2804,192,37.0,14,1149.0,1,96.33620689655173
2805,184,33.0,6,1170.0,0,97.20028715003589
2806,167,27.0,10,1188.0,1,97.3419540229885
2807,171,30.0,16,1176.0,0,96.69777458722182
2808,175,30.0,11,1175.0,2,97.05248023005032
2809,178,43.0,9,1161.0,2,96.26168224299066
2810,176,33.0,9,1175.0,0,96.98492462311557
2811,164,36.0,14,1179.0,0,96.41062455132807
2812,200,30.0,4,1158.0,1,97.5574712643678
2813,184,34.0,9,1166.0,0,96.91313711414213
2814,167,37.0,10,1178.0,1,96.62356321839081
2815,169,36.0,8,1180.0,0,96.8413496051687
2816,181,32.0,12,1167.0,1,96.83908045977012
2817,173,33.0,10,1176.0,1,96.91091954022988
2818,188,32.0,12,1159.0,2,96.83680805176132
2819,182,29.0,12,1169.0,1,97.05459770114942
2820,187,36.0,15,1155.0,0,96.33883704235463
2821,151,27.0,13,1202.0,0,97.12849964106246
2822,177,27.0,12,1176.0,1,97.19827586206897
2823,180,33.0,18,1162.0,0,96.33883704235463
2824,177,30.0,8,1178.0,0,97.27207465900933
2825,160,41.0,13,1178.0,1,96.12068965517241
2826,169,33.0,10,1180.0,1,96.91091954022988
2827,171,38.0,6,1178.0,0,96.8413496051687
2828,175,39.0,10,1169.0,0,96.4824120603015
2829,183,20.0,12,1177.0,1,97.70114942528735
2830,173,46.0,14,1160.0,0,95.69274946159368
2831,165,45.0,10,1172.0,1,96.04885057471265
2832,169,26.0,12,1185.0,1,97.27011494252874
2833,174,32.0,8,1179.0,0,97.12849964106246
2834,173,36.0,13,1169.0,2,96.47735442127966
2835,172,30.0,14,1177.0,0,96.8413496051687
2836,176,37.0,8,1171.0,1,96.76724137931035
2837,199,33.0,11,1149.0,1,96.83908045977012
2838,173,29.0,10,1181.0,0,97.20028715003589
2839,162,39.0,14,1177.0,1,96.1925287356322
2840,178,27.0,12,1176.0,0,97.20028715003589
2841,179,33.0,13,1167.0,1,96.69540229885058
2842,176,37.0,14,1165.0,1,96.33620689655173
2843,181,32.0,7,1173.0,0,97.20028715003589
2844,173,42.0,9,1169.0,0,96.33883704235463
2845,176,34.0,10,1172.0,1,96.83908045977012
2846,160,35.0,9,1189.0,0,96.8413496051687
2847,164,28.0,16,1184.0,1,96.83908045977012
2848,146,32.0,9,1206.0,0,97.05671213208902
2849,210,37.0,10,1135.0,1,96.62356321839081
2850,187,37.0,10,1159.0,0,96.62598707824839
2851,173,33.0,14,1172.0,1,96.62356321839081
2852,168,35.0,12,1177.0,1,96.62356321839081
2853,181,23.0,11,1178.0,0,97.5592246949031
2854,199,41.0,11,1142.0,0,96.26704953338118
2855,180,28.0,8,1176.0,1,97.41379310344827
2856,171,30.0,11,1179.0,2,97.05248023005032
2857,182,29.0,11,1170.0,1,97.12643678160919
2858,181,42.0,10,1159.0,1,96.26436781609196
2859,176,29.0,7,1181.0,0,97.4156496769562
2860,173,37.0,10,1173.0,0,96.62598707824839
2861,173,36.0,8,1175.0,1,96.83908045977012
2862,178,31.0,12,1172.0,0,96.91313711414213
2863,165,42.0,6,1179.0,1,96.55172413793103
2864,181,31.0,8,1173.0,0,97.20028715003589
2865,176,34.0,8,1174.0,1,96.98275862068965
2866,181,36.0,7,1169.0,0,96.91313711414213
2867,180,35.0,7,1171.0,0,96.98492462311557
2868,174,36.0,11,1172.0,0,96.62598707824839
2869,177,36.0,9,1170.0,1,96.76724137931035
2870,176,36.0,9,1171.0,1,96.76724137931035
2871,187,34.0,9,1163.0,0,96.91313711414213
2872,173,31.0,7,1182.0,0,97.27207465900933
2873,167,34.0,14,1177.0,1,96.55172413793103
2874,184,44.0,14,1151.0,0,95.83632447954056
2875,199,22.0,7,1164.0,1,97.91666666666666
2876,167,45.0,12,1168.0,1,95.90517241379311
2877,177,32.0,7,1177.0,0,97.20028715003589
2878,167,35.0,11,1179.0,1,96.69540229885058
2879,176,34.0,10,1171.0,2,96.83680805176132
2880,163,33.0,5,1190.0,2,97.26815240833932
2881,195,37.0,15,1146.0,0,96.26704953338118
2882,176,42.0,12,1163.0,0,96.12347451543431
2883,184,31.0,11,1167.0,0,96.98492462311557
2884,181,39.0,11,1162.0,0,96.41062455132807
2885,178,32.0,9,1174.0,0,97.05671213208902
2886,185,32.0,13,1162.0,1,96.76724137931035
2887,176,37.0,8,1172.0,0,96.76956209619526
2888,168,36.0,15,1173.0,1,96.33620689655173
2889,182,27.0,6,1177.0,1,97.62931034482759
2890,160,28.0,15,1190.0,0,96.91313711414213
2891,170,37.0,13,1173.0,0,96.41062455132807
2892,172,33.0,7,1181.0,0,97.12849964106246
2893,179,35.0,13,1165.0,1,96.55172413793103
2894,165,32.0,11,1185.0,0,96.91313711414213
2895,189,32.0,13,1158.0,1,96.76724137931035
2896,180,40.0,5,1167.0,1,96.76724137931035
2897,179,29.0,10,1174.0,1,97.19827586206897
2898,189,32.0,12,1160.0,0,96.8413496051687
2899,182,25.0,6,1179.0,1,97.77298850574712
2900,187,31.0,14,1161.0,0,96.76956209619526
2901,181,38.0,11,1162.0,1,96.47988505747126
2902,153,38.0,9,1193.0,0,96.62598707824839
2903,164,33.0,12,1184.0,0,96.76956209619526
2904,187,33.0,11,1162.0,0,96.8413496051687
2905,172,31.0,7,1183.0,0,97.27207465900933
2906,146,38.0,8,1201.0,0,96.69777458722182
2907,175,34.0,8,1176.0,0,96.98492462311557
2908,178,35.0,10,1170.0,0,96.76956209619526
2909,178,39.0,9,1167.0,0,96.55419956927494
2910,171,33.0,10,1179.0,0,96.91313711414213
2911,193,42.0,12,1145.0,1,96.12068965517241
2912,153,46.0,8,1186.0,0,96.12347451543431
2913,172,40.0,10,1171.0,0,96.41062455132807
2914,160,29.0,11,1193.0,0,97.12849964106246
2915,196,29.0,17,1151.0,0,96.69777458722182
2916,197,30.0,11,1155.0,0,97.05671213208902
2917,175,34.0,8,1175.0,1,96.98275862068965
2918,168,28.0,10,1186.0,1,97.27011494252874
2919,175,42.0,8,1168.0,0,96.41062455132807
2920,182,34.0,10,1167.0,0,96.8413496051687
2921,170,39.0,11,1173.0,0,96.41062455132807
2922,173,33.0,9,1177.0,1,96.98275862068965
2923,144,45.0,7,1197.0,0,96.26704953338118
2924,165,30.0,5,1193.0,0,97.48743718592965
2925,173,47.0,7,1165.0,1,96.12068965517241
2926,172,29.0,8,1183.0,1,97.3419540229885
2927,178,41.0,9,1164.0,1,96.4080459770115
2928,176,30.0,15,1172.0,0,96.76956209619526
2929,185,35.0,13,1160.0,0,96.55419956927494
2930,178,36.0,7,1172.0,0,96.91313711414213
2931,179,32.0,11,1169.0,2,96.90869877785767
2932,169,32.0,12,1179.0,1,96.83908045977012
2933,167,29.0,6,1190.0,1,97.48563218390804
2934,185,31.0,12,1164.0,1,96.91091954022988
2935,183,26.0,10,1174.0,0,97.4156496769562
2936,172,28.0,13,1180.0,0,97.05671213208902
2937,181,33.0,15,1164.0,0,96.55419956927494
2938,178,36.0,13,1166.0,0,96.4824120603015
2939,181,31.0,10,1171.0,0,97.05671213208902
2940,174,35.0,12,1172.0,0,96.62598707824839
2941,182,30.0,8,1173.0,0,97.27207465900933
2942,173,38.0,11,1170.0,1,96.47988505747126
2943,184,32.0,7,1170.0,0,97.20028715003589
2944,170,39.0,7,1177.0,0,96.69777458722182
2945,167,39.0,7,1180.0,0,96.69777458722182
2946,166,33.0,13,1180.0,1,96.69540229885058
2947,163,37.0,8,1185.0,0,96.76956209619526
2948,170,37.0,13,1171.0,2,96.40546369518333
2949,183,41.0,6,1163.0,0,96.62598707824839
2950,161,32.0,10,1190.0,0,96.98492462311557
2951,176,33.0,9,1174.0,1,96.98275862068965
2952,180,48.0,11,1154.0,0,95.76453697056712
2953,156,33.0,8,1195.0,1,97.05459770114942
2954,181,34.0,7,1171.0,0,97.05671213208902
2955,170,26.0,10,1186.0,1,97.41379310344827
2956,197,31.0,12,1152.0,1,96.91091954022988
2957,182,27.0,10,1173.0,1,97.3419540229885
2958,167,34.0,9,1182.0,1,96.91091954022988
2959,166,40.0,8,1179.0,0,96.55419956927494
2960,171,35.0,11,1175.0,1,96.69540229885058
2961,165,32.0,10,1185.0,1,96.98275862068965
2962,179,33.0,16,1165.0,0,96.4824120603015
2963,186,33.0,6,1168.0,0,97.20028715003589
2964,162,43.0,14,1174.0,0,95.908111988514
2965,177,30.0,13,1173.0,0,96.91313711414213
2966,182,40.0,14,1157.0,0,96.12347451543431
2967,179,29.0,11,1173.0,1,97.12643678160919
2968,170,34.0,6,1182.0,1,97.12643678160919
2969,163,33.0,15,1182.0,0,96.55419956927494
2970,179,28.0,14,1170.0,2,96.98058950395398
2971,167,38.0,11,1177.0,0,96.4824120603015
2972,180,34.0,12,1167.0,0,96.69777458722182
2973,173,27.0,13,1180.0,0,97.12849964106246
2974,182,31.0,10,1170.0,0,97.05671213208902
2975,180,31.0,6,1176.0,0,97.34386216798278
2976,192,35.0,14,1151.0,1,96.47988505747126
2977,171,37.0,6,1178.0,1,96.91091954022988
2978,183,41.0,10,1159.0,0,96.33883704235463
2979,160,34.0,10,1189.0,0,96.8413496051687
2980,174,47.0,10,1161.0,1,95.90517241379311
2981,182,29.0,14,1167.0,1,96.91091954022988
2982,165,30.0,9,1188.0,1,97.19827586206897
2983,157,34.0,9,1192.0,1,96.91091954022988
2984,187,43.0,11,1151.0,1,96.12068965517241
2985,167,31.0,11,1184.0,0,96.98492462311557
2986,170,37.0,7,1179.0,0,96.8413496051687
2987,177,35.0,8,1172.0,1,96.91091954022988
2988,170,30.0,6,1187.0,0,97.4156496769562
2989,181,31.0,10,1171.0,0,97.05671213208902
2990,174,31.0,12,1175.0,1,96.91091954022988
2991,184,34.0,9,1166.0,0,96.91313711414213
2992,174,26.0,8,1184.0,1,97.5574712643678
2993,163,37.0,13,1180.0,0,96.41062455132807
2994,197,36.0,12,1148.0,0,96.55419956927494
2995,169,25.0,12,1187.0,0,97.34386216798278
2996,160,29.0,10,1193.0,1,97.19827586206897
2997,172,31.0,13,1177.0,0,96.8413496051687
2998,183,40.0,10,1160.0,0,96.41062455132807
2999,191,36.0,9,1157.0,0,96.76956209619526
3000,192,30.0,9,1162.0,0,97.20028715003589
3001,186,28.0,6,1172.0,1,97.5574712643678
3002,181,23.0,13,1175.0,1,97.41379310344827
3003,179,29.0,11,1173.0,1,97.12643678160919
3004,180,31.0,11,1170.0,1,96.98275862068965
3005,199,29.0,10,1155.0,0,97.20028715003589
3006,170,34.0,8,1181.0,0,96.98492462311557
3007,187,39.0,12,1155.0,0,96.33883704235463
3008,172,38.0,13,1170.0,0,96.33883704235463
3009,196,27.0,6,1163.0,1,97.62931034482759
3010,165,28.0,8,1191.0,1,97.41379310344827
3011,188,24.0,8,1173.0,0,97.70279971284997
3012,179,33.0,14,1167.0,0,96.62598707824839
3013,169,40.0,9,1175.0,0,96.4824120603015
3014,149,33.0,7,1204.0,0,97.12849964106246
3015,173,40.0,7,1172.0,1,96.62356321839081
3016,177,29.0,8,1178.0,1,97.3419540229885
3017,173,30.0,15,1174.0,1,96.76724137931035
3018,177,35.0,7,1174.0,0,96.98492462311557
3019,179,32.0,10,1172.0,0,96.98492462311557
3020,170,39.0,10,1174.0,0,96.4824120603015
3021,166,35.0,15,1176.0,1,96.4080459770115
3022,195,41.0,15,1142.0,0,95.97989949748744
3023,163,38.0,15,1176.0,1,96.1925287356322
3024,172,40.0,9,1171.0,1,96.47988505747126
3025,165,38.0,12,1177.0,1,96.4080459770115
3026,182,33.0,10,1167.0,1,96.91091954022988
3027,187,41.0,9,1156.0,0,96.41062455132807
3028,156,30.0,7,1199.0,1,97.3419540229885
3029,166,24.0,9,1193.0,1,97.62931034482759
3030,176,30.0,12,1175.0,0,96.98492462311557
3031,183,39.0,14,1157.0,0,96.19526202440775
3032,165,32.0,13,1183.0,0,96.76956209619526
3033,169,32.0,6,1186.0,0,97.27207465900933
3034,176,42.0,9,1166.0,0,96.33883704235463
3035,155,33.0,9,1196.0,0,96.98492462311557
3036,169,37.0,13,1174.0,0,96.41062455132807
3037,183,40.0,18,1152.0,0,95.83632447954056
3038,158,44.0,9,1182.0,0,96.19526202440775
3039,172,38.0,13,1170.0,0,96.33883704235463
3040,166,47.0,6,1174.0,0,96.19526202440775
3041,184,39.0,10,1160.0,0,96.4824120603015
3042,177,32.0,13,1171.0,0,96.76956209619526
3043,180,32.0,17,1164.0,0,96.4824120603015
3044,175,34.0,7,1176.0,1,97.05459770114942
3045,178,44.0,10,1161.0,0,96.12347451543431
3046,184,30.0,10,1168.0,1,97.12643678160919
3047,176,26.0,12,1179.0,0,97.27207465900933
3048,183,40.0,9,1161.0,0,96.4824120603015
3049,157,45.0,13,1177.0,1,95.83333333333334
3050,158,32.0,14,1188.0,1,96.69540229885058
3051,187,31.0,11,1164.0,0,96.98492462311557
3052,187,38.0,10,1158.0,0,96.55419956927494
3053,178,38.0,10,1166.0,1,96.55172413793103
3054,177,36.0,11,1169.0,0,96.62598707824839
3055,171,34.0,9,1178.0,1,96.91091954022988
3056,169,31.0,7,1186.0,0,97.27207465900933
3057,179,33.0,13,1168.0,0,96.69777458722182
3058,181,28.0,10,1174.0,0,97.27207465900933
3059,171,32.0,13,1175.0,2,96.764917325665
3060,177,30.0,9,1176.0,1,97.19827586206897
3061,169,40.0,15,1169.0,0,96.05168700646087
3062,177,23.0,16,1176.0,1,97.19827586206897
3063,166,40.0,6,1181.0,0,96.69777458722182
3064,190,28.0,7,1168.0,0,97.48743718592965
3065,180,35.0,11,1167.0,0,96.69777458722182
3066,184,31.0,18,1160.0,0,96.4824120603015
3067,178,29.0,9,1177.0,0,97.27207465900933
3068,170,41.0,12,1170.0,0,96.19526202440775
3069,182,34.0,11,1166.0,0,96.76956209619526
3070,185,32.0,15,1161.0,0,96.62598707824839
3071,190,28.0,7,1168.0,0,97.48743718592965
3072,187,37.0,6,1163.0,0,96.91313711414213
3073,181,35.0,13,1162.0,2,96.54924514737598
3074,177,45.0,10,1160.0,1,96.04885057471265
3075,185,37.0,14,1157.0,0,96.33883704235463
3076,169,27.0,10,1187.0,0,97.34386216798278
3077,173,37.0,7,1175.0,1,96.83908045977012
3078,169,38.0,8,1178.0,0,96.69777458722182
3079,190,31.0,11,1161.0,0,96.98492462311557
3080,172,33.0,9,1178.0,1,96.98275862068965
3081,180,45.0,11,1157.0,0,95.97989949748744
3082,180,27.0,11,1174.0,1,97.27011494252874
3083,190,31.0,10,1161.0,1,97.05459770114942
3084,173,33.0,8,1179.0,0,97.05671213208902
3085,177,30.0,14,1172.0,0,96.8413496051687
3086,173,40.0,9,1170.0,1,96.47988505747126
3087,167,25.0,11,1189.0,1,97.41379310344827
3088,178,40.0,8,1167.0,0,96.55419956927494
3089,173,33.0,11,1176.0,0,96.8413496051687
3090,153,33.0,13,1194.0,0,96.69777458722182
3091,182,36.0,5,1169.0,1,97.05459770114942
3092,197,42.0,8,1146.0,0,96.41062455132807
3093,176,36.0,8,1172.0,1,96.83908045977012
3094,180,29.0,9,1173.0,2,97.26815240833932
3095,192,27.0,4,1169.0,1,97.77298850574712
3096,158,29.0,8,1197.0,1,97.3419540229885
3097,167,37.0,13,1175.0,1,96.4080459770115
3098,175,29.0,15,1173.0,1,96.83908045977012
3099,167,33.0,7,1186.0,0,97.12849964106246
3100,172,34.0,8,1179.0,0,96.98492462311557
3101,166,41.0,8,1177.0,1,96.47988505747126
3102,174,25.0,6,1188.0,0,97.77458722182341
3103,193,36.0,12,1151.0,1,96.55172413793103
3104,179,29.0,7,1177.0,1,97.41379310344827
3105,162,42.0,7,1182.0,0,96.4824120603015
3106,207,30.0,10,1146.0,0,97.12849964106246
3107,169,44.0,12,1168.0,0,95.97989949748744
3108,179,49.0,13,1151.0,1,95.54597701149426
3109,192,40.0,12,1148.0,1,96.26436781609196
3110,168,39.0,8,1178.0,0,96.62598707824839
3111,176,29.0,14,1174.0,0,96.91313711414213
3112,190,29.0,12,1161.0,1,97.05459770114942
3113,188,46.0,10,1149.0,0,95.97989949748744
3114,172,40.0,10,1171.0,0,96.41062455132807
3115,173,39.0,15,1165.0,1,96.12068965517241
3116,169,39.0,12,1173.0,0,96.33883704235463
3117,166,42.0,11,1173.0,1,96.1925287356322
3118,177,26.0,10,1179.0,1,97.41379310344827
3119,170,26.0,18,1178.0,1,96.83908045977012
3120,172,29.0,8,1184.0,0,97.34386216798278
3121,180,41.0,9,1163.0,0,96.41062455132807
3122,189,34.0,15,1154.0,1,96.47988505747126
3123,166,40.0,8,1179.0,0,96.55419956927494
3124,175,32.0,13,1172.0,1,96.76724137931035
3125,176,27.0,7,1183.0,0,97.5592246949031
3126,181,38.0,14,1159.0,1,96.26436781609196
3127,193,34.0,11,1154.0,1,96.76724137931035
3128,170,29.0,11,1182.0,1,97.12643678160919
3129,152,36.0,9,1195.0,1,96.76724137931035
3130,163,30.0,5,1195.0,0,97.48743718592965
3131,186,36.0,18,1153.0,0,96.12347451543431
